,human_ensembl,human_symbol,mouse_ensembl,mouse_symbol,zebrafish_ensembl,zebrafish_symbol,qG0,G1,Late.G1,S,S.G2,G2.M,M.Early.G1
667,ENSG00000106236,NPTX2,ENSMUSG00000059991,Nptx2,ENSDARG00000045164,nptx2b,0,0,0,0,0,1,0
668,ENSG00000106236,NPTX2,ENSMUSG00000059991,Nptx2,ENSDARG00000037794,nptx2a,0,0,0,0,0,1,0
669,ENSG00000124588,NQO2,ENSMUSG00000046949,Nqo2,missing,missing,0,0,0,1,1,0,0
670,ENSG00000175745,NR2F1,ENSMUSG00000069171,Nr2f1,ENSDARG00000052695,nr2f1a,0,0,0,0,1,0,0
671,ENSG00000175745,NR2F1,ENSMUSG00000069171,Nr2f1,ENSDARG00000017168,nr2f1b,0,0,0,0,1,0,0
672,ENSG00000113580,NR3C1,ENSMUSG00000024431,Nr3c1,ENSDARG00000025032,nr3c1,0,0,1,0,0,0,0
673,ENSG00000118257,NRP2,ENSMUSG00000025969,Nrp2,ENSDARG00000038446,nrp2b,0,0,0,0,1,0,0
674,ENSG00000118257,NRP2,ENSMUSG00000025969,Nrp2,ENSDARG00000096546,nrp2a,0,0,0,0,1,0,0
675,ENSG00000109685,NSD2,ENSMUSG00000057406,Nsd2,ENSDARG00000026225,nsd2,0,0,0,0,0,0,0
676,ENSG00000147548,NSD3,ENSMUSG00000054823,Nsd3,ENSDARG00000062765,nsd3,0,0,0,0,0,0,0
677,ENSG00000117697,NSL1,ENSMUSG00000062510,Nsl1,ENSDARG00000024471,nsl1,0,0,0,0,1,0,0
678,ENSG00000107672,NSMCE4A,ENSMUSG00000040331,Nsmce4a,missing,missing,0,0,0,0,1,0,0
679,ENSG00000135318,NT5E,ENSMUSG00000032420,Nt5e,ENSDARG00000071017,nt5e,0,0,0,0,1,0,0
680,ENSG00000148335,NTMT1,ENSMUSG00000026857,Ntmt1,ENSDARG00000022399,ntmt1,0,0,0,0,1,0,0
681,ENSG00000070081,NUCB2,ENSMUSG00000030659,Nucb2,ENSDARG00000036299,nucb2a,0,0,0,0,1,0,0
682,ENSG00000070081,NUCB2,ENSMUSG00000030659,Nucb2,ENSDARG00000036291,nucb2b,0,0,0,0,1,0,0
683,ENSG00000069275,NUCKS1,ENSMUSG00000026434,Nucks1,ENSDARG00000012777,nucks1b,0,0,0,0,1,1,1
684,ENSG00000069275,NUCKS1,ENSMUSG00000026434,Nucks1,ENSDARG00000078473,nucks1a,0,0,0,0,1,1,1
685,ENSG00000170584,NUDCD2,ENSMUSG00000020328,Nudcd2,ENSDARG00000078059,nudcd2,0,0,0,0,0,1,0
686,ENSG00000106268,NUDT1,ENSMUSG00000036639,Nudt1,ENSDARG00000030573,nudt1,0,0,0,0,1,1,0
687,ENSG00000136159,NUDT15,ENSMUSG00000033405,Nudt15,ENSDARG00000113961,nudt15,0,0,0,0,1,0,0
688,ENSG00000167005,NUDT21,ENSMUSG00000031754,Nudt21,ENSDARG00000003153,nudt21,0,0,0,0,1,0,0
689,ENSG00000173598,NUDT4,ENSMUSG00000020029,Nudt4,ENSDARG00000045878,nudt4b,1,0,0,0,0,0,0
690,ENSG00000173598,NUDT4,ENSMUSG00000020029,Nudt4,ENSDARG00000057767,nudt4a,1,0,0,0,0,0,0
691,ENSG00000143228,NUF2,ENSMUSG00000026683,Nuf2,ENSDARG00000034624,nuf2,0,0,0,0,1,1,0
692,ENSG00000163002,NUP35,ENSMUSG00000026999,Nup35,ENSDARG00000012222,nup35,0,0,0,0,0,1,0
693,ENSG00000075188,NUP37,ENSMUSG00000035351,Nup37,ENSDARG00000094191,nup37,0,0,0,0,0,1,0
694,ENSG00000137804,NUSAP1,ENSMUSG00000027306,Nusap1,ENSDARG00000002403,nusap1,0,0,0,0,1,1,0
695,ENSG00000132661,NXT1,ENSMUSG00000036992,Nxt1,missing,missing,0,0,0,1,1,0,0
696,ENSG00000104904,OAZ1,ENSMUSG00000035242,Oaz1,ENSDARG00000071403,oaz1a,0,0,0,0,0,0,1
697,ENSG00000174792,ODAPH,ENSMUSG00000096035,Odaph,missing,missing,0,0,0,0,0,0,0
698,ENSG00000115758,ODC1,ENSMUSG00000011179,Odc1,ENSDARG00000007377,odc1,0,0,0,0,0,1,0
699,ENSG00000104147,OIP5,ENSMUSG00000072980,Oip5,ENSDARG00000093597,oip5,0,0,0,0,0,1,0
700,ENSG00000091651,ORC6,ENSMUSG00000031697,Orc6,ENSDARG00000075682,orc6,0,0,0,1,1,1,0
701,ENSG00000228474,OST4,ENSMUSG00000038803,Ost4,ENSDARG00000096118,ost4,1,0,0,0,0,0,0
702,ENSG00000170515,PA2G4,ENSMUSG00000025364,Pa2g4,ENSDARG00000039578,pa2g4a,0,0,0,1,1,0,0
703,ENSG00000079462,PAFAH1B3,ENSMUSG00000005447,Pafah1b3,ENSDARG00000058047,pafah1b3,0,0,0,0,1,0,0
704,ENSG00000128050,PAICS,ENSMUSG00000029247,Paics,ENSDARG00000033539,paics,0,0,0,1,1,0,0
705,ENSG00000233639,PANTR1,missing39,missing39,missing,missing,0,0,0,0,0,0,0
706,ENSG00000138801,PAPSS1,ENSMUSG00000028032,Papss1,ENSDARG00000057099,papss1,1,0,0,0,0,0,0
707,ENSG00000143799,PARP1,ENSMUSG00000026496,Parp1,ENSDARG00000019529,parp1,0,0,0,1,1,0,0
708,ENSG00000291803,PARP2,ENSMUSG00000036023,Parp2,missing,missing,0,0,0,0,1,1,0
709,ENSG00000129484,PARP2,ENSMUSG00000036023,Parp2,ENSDARG00000079202,parp2,0,0,0,0,1,1,0
710,ENSG00000185480,PARPBP,ENSMUSG00000035365,Parpbp,ENSDARG00000029944,parpbp,0,0,0,0,0,1,0
711,ENSG00000310560,PAXX,ENSMUSG00000047617,Paxx,ENSDARG00000078807,paxx,0,0,0,0,0,0,0
712,ENSG00000168078,PBK,ENSMUSG00000022033,Pbk,ENSDARG00000007221,pbk,0,0,0,0,1,1,0
713,ENSG00000166803,PCLAF,ENSMUSG00000040204,Pclaf,ENSDARG00000097691,pclaf,0,0,0,0,0,0,0
714,ENSG00000078674,PCM1,ENSMUSG00000031592,Pcm1,ENSDARG00000062198,pcm1,0,0,0,0,0,1,0
715,ENSG00000132646,PCNA,ENSMUSG00000027342,Pcna,ENSDARG00000054155,pcna,0,0,0,1,1,0,0
716,ENSG00000102109,PCSK1N,ENSMUSG00000039278,Pcsk1n,missing,missing,1,0,0,0,0,0,0
717,ENSG00000105185,PDCD5,ENSMUSG00000030417,Pdcd5,ENSDARG00000026072,pdcd5,0,0,0,1,1,0,0
718,ENSG00000110435,PDHX,ENSMUSG00000010914,Pdhx,ENSDARG00000051756,pdhx,1,0,0,0,0,0,0
719,ENSG00000107438,PDLIM1,ENSMUSG00000055044,Pdlim1,ENSDARG00000019845,pdlim1,0,0,0,1,0,0,0
720,ENSG00000196923,PDLIM7,ENSMUSG00000021493,Pdlim7,ENSDARG00000103854,pdlim7,0,1,0,0,0,0,0
721,ENSG00000143256,PFDN2,ENSMUSG00000006412,Pfdn2,ENSDARG00000025391,pfdn2,0,0,0,0,1,0,0
722,ENSG00000070087,PFN2,ENSMUSG00000027805,Pfn2,ENSDARG00000012682,pfn2a,1,0,0,0,0,0,0
723,ENSG00000184207,PGP,ENSMUSG00000043445,Pgp,ENSDARG00000029695,pgp,0,0,0,0,1,1,0
724,ENSG00000119403,PHF19,ENSMUSG00000026873,Phf19,ENSDARG00000078050,phf19,0,0,0,0,1,1,0
725,ENSG00000100410,PHF5A,ENSMUSG00000061360,Phf5a,ENSDARG00000045155,phf5a,0,0,0,0,1,0,0
726,ENSG00000146247,PHIP,ENSMUSG00000032253,Phip,ENSDARG00000015970,phip,0,0,0,0,1,0,0
727,ENSG00000139289,PHLDA1,ENSMUSG00000020205,Phlda1,ENSDARG00000099129,phlda1,0,0,0,0,1,1,1
728,ENSG00000274538,PHLDA2,ENSMUSG00000010760,Phlda2,missing,missing,0,0,0,1,1,0,0
729,ENSG00000181649,PHLDA2,ENSMUSG00000010760,Phlda2,ENSDARG00000042874,phlda2,0,0,0,1,1,0,0
730,ENSG00000054148,PHPT1,ENSMUSG00000036504,Phpt1,ENSDARG00000045567,phpt1,1,0,0,0,0,0,0
731,ENSG00000140451,PIF1,ENSMUSG00000041064,Pif1,ENSDARG00000020289,pif1,0,0,0,0,0,1,0
732,ENSG00000129195,PIMREG,ENSMUSG00000020808,Pimreg,missing,missing,0,0,0,0,0,0,0
733,ENSG00000127445,PIN1,ENSMUSG00000074997,Pin1rt1,ENSDARG00000101915,pin1,0,0,0,0,1,0,0
734,ENSG00000057757,PITHD1,ENSMUSG00000028669,Pithd1,ENSDARG00000098600,pithd1,0,0,0,0,1,0,0
735,ENSG00000104368,PLAT,ENSMUSG00000031538,Plat,ENSDARG00000062707,plat,1,0,0,0,0,0,0
736,ENSG00000122861,PLAU,ENSMUSG00000021822,Plau,ENSDARG00000039145,plaub,0,0,1,0,1,0,0
737,ENSG00000011422,PLAUR,ENSMUSG00000046223,Plaur,missing,missing,0,0,0,0,1,0,0
738,ENSG00000105223,PLD3,ENSMUSG00000003363,Pld3,ENSDARG00000068199,pld3,1,0,0,0,0,0,0
739,ENSG00000104886,PLEKHJ1,ENSMUSG00000035278,Plekhj1,ENSDARG00000025593,plekhj1,0,0,0,0,1,0,0
740,ENSG00000105355,PLIN3,ENSMUSG00000024197,Plin3,ENSDARG00000013711,plin3,0,0,0,0,0,1,0
741,ENSG00000166851,PLK1,ENSMUSG00000030867,Plk1,missing,missing,0,0,0,0,0,1,0
742,ENSG00000145632,PLK2,ENSMUSG00000021701,Plk2,ENSDARG00000090752,plk2a,0,0,1,0,0,0,0
743,ENSG00000145632,PLK2,ENSMUSG00000021701,Plk2,ENSDARG00000019130,plk2b,0,0,1,0,0,0,0
744,ENSG00000152952,PLOD2,ENSMUSG00000032374,Plod2,ENSDARG00000011821,plod2,1,0,0,0,0,0,0
745,ENSG00000123560,PLP1,ENSMUSG00000031425,Plp1,ENSDARG00000011929,plp1b,1,0,0,0,0,0,0
746,ENSG00000123560,PLP1,ENSMUSG00000031425,Plp1,ENSDARG00000103732,plp1a,1,0,0,0,0,0,0
747,ENSG00000102007,PLP2,ENSMUSG00000057762,Gm6169,ENSDARG00000042972,plp2a,0,0,0,1,1,0,0
748,ENSG00000102007,PLP2,ENSMUSG00000057762,Gm6169,ENSDARG00000036630,plp2b,0,0,0,1,1,0,0
749,ENSG00000141682,PMAIP1,ENSMUSG00000024521,Pmaip1,missing,missing,0,0,0,0,1,0,0
750,ENSG00000100941,PNN,ENSMUSG00000020994,Pnn,ENSDARG00000015851,pnn,0,0,0,1,0,0,0
751,ENSG00000164087,POC1A,ENSMUSG00000023345,Poc1a,ENSDARG00000078533,poc1a,0,0,0,0,1,1,0
752,ENSG00000106628,POLD2,ENSMUSG00000020471,Pold2,ENSDARG00000095046,pold2,0,0,0,0,1,0,0
753,ENSG00000077514,POLD3,missing31,missing31,missing,missing,0,0,0,1,1,0,0
754,ENSG00000148229,POLE3,ENSMUSG00000028394,Pole3,missing,missing,0,0,0,0,1,0,0
755,ENSG00000099817,POLR2E,ENSMUSG00000004667,Polr2e,ENSDARG00000074274,POLR2E,0,0,0,0,0,0,1
756,ENSG00000099817,POLR2E,ENSMUSG00000004667,Polr2e,ENSDARG00000026183,polr2eb,0,0,0,0,0,0,1
757,ENSG00000163882,POLR2H,ENSMUSG00000021018,Polr2h,ENSDARG00000038505,polr2h,0,0,0,0,1,0,0
758,ENSG00000161980,POLR3K,ENSMUSG00000038628,Polr3k,ENSDARG00000037835,polr3k,0,0,0,1,1,0,0
759,ENSG00000105854,PON2,ENSMUSG00000032667,Pon2,ENSDARG00000016856,pon2,1,0,0,0,0,0,0
760,ENSG00000105854,PON2,ENSMUSG00000032667,Pon2,ENSDARG00000040290,pon3.1,1,0,0,0,0,0,0
761,ENSG00000105854,PON2,ENSMUSG00000032667,Pon2,ENSDARG00000032496,pon1,1,0,0,0,0,0,0
762,ENSG00000105854,PON2,ENSMUSG00000032667,Pon2,ENSDARG00000097789,pon3.2,1,0,0,0,0,0,0
763,ENSG00000172336,POP7,ENSMUSG00000029715,Pop7,ENSDARG00000036394,pop7,0,0,0,1,1,0,0
764,ENSG00000132429,POPDC3,ENSMUSG00000019848,Popdc3,ENSDARG00000058551,popdc3,0,0,0,0,0,1,0
765,ENSG00000110841,PPFIBP1,ENSMUSG00000016487,Ppfibp1,ENSDARG00000045749,ppfibp1a,0,0,0,0,1,0,0
766,ENSG00000110841,PPFIBP1,ENSMUSG00000016487,Ppfibp1,ENSDARG00000100057,ppfibp1b,0,0,0,0,1,0,0
767,ENSG00000108179,PPIF,ENSMUSG00000021868,Ppif,ENSDARG00000052842,ppifb,0,0,0,1,0,0,0
768,ENSG00000115241,PPM1G,ENSMUSG00000029147,Ppm1g,ENSDARG00000075559,ppm1g,0,0,0,1,1,0,0
769,ENSG00000160813,PPP1R35,ENSMUSG00000029725,Ppp1r35,missing,missing,0,0,0,0,0,1,0
770,ENSG00000078304,PPP2R5C,ENSMUSG00000017843,Ppp2r5c,missing,missing,0,0,0,0,0,1,0
771,ENSG00000135617,PRADC1,ENSMUSG00000030008,Pradc1,missing,missing,0,0,0,0,1,0,0
772,ENSG00000198901,PRC1,ENSMUSG00000038943,Prc1,ENSDARG00000005993,prc1b,0,0,0,0,1,1,0
773,ENSG00000198901,PRC1,ENSMUSG00000038943,Prc1,ENSDARG00000100918,prc1a,0,0,0,0,1,1,0
774,ENSG00000137509,PRCP,ENSMUSG00000061119,Prcp,ENSDARG00000037883,prcp,1,0,0,0,0,0,0
775,ENSG00000117450,PRDX1,ENSMUSG00000028691,Prdx1,ENSDARG00000058734,prdx1,1,0,0,0,0,0,0
776,ENSG00000117450,PRDX1,ENSMUSG00000028691,Prdx1,ENSDARG00000025350,prdx2,1,0,0,0,0,0,0
777,ENSG00000117592,PRDX6,ENSMUSG00000050114,Prdx6b,missing,missing,0,0,0,0,0,0,1
778,ENSG00000169230,PRELID1,ENSMUSG00000021486,Prelid1,ENSDARG00000098671,prelid1a,0,0,0,0,1,0,0
779,ENSG00000169230,PRELID1,ENSMUSG00000021486,Prelid1,ENSDARG00000044169,prelid1b,0,0,0,0,1,0,0
780,ENSG00000106617,PRKAG2,ENSMUSG00000028944,Prkag2,ENSDARG00000012625,prkag2a,0,0,1,0,0,0,0
781,ENSG00000253729,PRKDC,ENSMUSG00000022672,Prkdc,ENSDARG00000075083,prkdc,0,0,0,1,1,0,0
782,ENSG00000161542,PRPSAP1,ENSMUSG00000015869,Prpsap1,ENSDARG00000099222,prpsap1,0,0,0,0,0,1,0
783,ENSG00000068489,PRR11,ENSMUSG00000020493,Prr11,ENSDARG00000087393,prr11,0,0,0,0,0,1,0
784,ENSG00000150687,PRSS23,ENSMUSG00000039405,Prss23,missing,missing,0,1,1,1,0,0,0
785,ENSG00000197746,PSAP,ENSMUSG00000004207,Psap,ENSDARG00000013968,psap,0,1,0,0,0,0,0
786,ENSG00000164985,PSIP1,ENSMUSG00000028484,Psip1,ENSDARG00000104710,psip1a,0,0,0,1,1,0,0
787,ENSG00000164985,PSIP1,ENSMUSG00000028484,Psip1,ENSDARG00000077405,psip1b,0,0,0,1,1,0,0
788,ENSG00000100567,PSMA3,ENSMUSG00000060073,Psma3,ENSDARG00000086618,psma3,0,0,0,0,1,0,0
789,ENSG00000239836,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
790,ENSG00000243594,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
791,ENSG00000243067,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
792,ENSG00000240118,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
793,ENSG00000240508,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
794,ENSG00000242711,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
795,ENSG00000243958,PSMB9,ENSMUSG00000096727,Psmb9,missing,missing,0,0,0,0,1,0,0
796,ENSG00000240065,PSMB9,ENSMUSG00000096727,Psmb9,ENSDARG00000000656,psmb9a,0,0,0,0,1,0,0
797,ENSG00000165916,PSMC3,ENSMUSG00000002102,Psmc3,ENSDARG00000007141,psmc3,0,0,0,0,1,1,0
798,ENSG00000131470,PSMC3IP,ENSMUSG00000019303,Psmc3ip,ENSDARG00000037892,psmc3ip,0,0,0,1,1,0,0
799,ENSG00000100911,PSME2,ENSMUSG00000078153,Psme2b,ENSDARG00000033144,psme2,0,0,0,0,0,1,1
800,ENSG00000284889,PSME2,ENSMUSG00000078153,Psme2b,missing,missing,0,0,0,0,0,1,1
801,ENSG00000183527,PSMG1,ENSMUSG00000022913,Psmg1,ENSDARG00000040620,psmg1,0,0,0,1,1,0,0
802,ENSG00000128789,PSMG2,ENSMUSG00000024537,Psmg2,ENSDARG00000035987,psmg2,0,0,0,0,1,0,0
803,ENSG00000121390,PSPC1,ENSMUSG00000021938,Pspc1,ENSDARG00000006621,pspc1,0,0,0,0,0,1,0
804,ENSG00000134222,PSRC1,ENSMUSG00000068744,Psrc1,missing,missing,0,0,0,0,0,1,0
805,ENSG00000110958,PTGES3,ENSMUSG00000071072,Ptges3,ENSDARG00000037284,ptges3a,0,0,0,0,1,1,0
806,ENSG00000110958,PTGES3,ENSMUSG00000071072,Ptges3,ENSDARG00000089626,ptges3b,0,0,0,0,1,1,0
807,ENSG00000106853,PTGR1,ENSMUSG00000028378,Ptgr1,ENSDARG00000087017,ptgr1.2,0,0,0,0,1,0,0
808,ENSG00000106853,PTGR1,ENSMUSG00000028378,Ptgr1,ENSDARG00000024877,ptgr1.1,0,0,0,0,1,0,0
809,ENSG00000087494,PTHLH,ENSMUSG00000048776,Pthlh,ENSDARG00000031737,pthlha,0,0,1,0,1,0,0
810,ENSG00000087494,PTHLH,ENSMUSG00000048776,Pthlh,ENSDARG00000071070,pthlhb,0,0,1,0,1,0,0
811,ENSG00000187514,PTMA,missing32,missing32,ENSDARG00000076532,si:ch211-222l21.1,0,0,0,1,1,1,1
812,ENSG00000105894,PTN,ENSMUSG00000029838,Ptn,ENSDARG00000102340,ptn,1,0,0,0,0,0,0
813,ENSG00000106278,PTPRZ1,ENSMUSG00000068748,Ptprz1,ENSDARG00000020871,ptprz1b,1,0,0,0,0,0,0
814,ENSG00000106278,PTPRZ1,ENSMUSG00000068748,Ptprz1,ENSDARG00000051814,ptprz1a,1,0,0,0,0,0,0
815,ENSG00000150787,PTS,ENSMUSG00000032067,Pts,ENSDARG00000045269,pts,0,0,0,0,1,0,0
816,ENSG00000164611,PTTG1,ENSMUSG00000020415,Pttg1,ENSDARG00000075421,pttg1,0,0,0,0,1,1,1
817,ENSG00000176894,PXMP2,ENSMUSG00000029499,Pxmp2,ENSDARG00000003144,pxmp2,0,0,0,0,1,0,0
818,ENSG00000143545,RAB13,ENSMUSG00000027935,Rab13,ENSDARG00000034771,rab13,1,0,0,0,0,0,0
819,ENSG00000104388,RAB2A,ENSMUSG00000047187,Rab2a,ENSDARG00000020261,rab2a,1,0,0,0,0,0,0
820,ENSG00000101084,RAB5IF,ENSMUSG00000027637,Rab5if,ENSDARG00000074790,rab5if,0,0,0,0,0,0,0
821,ENSG00000167461,RAB8A,ENSMUSG00000003037,Rab8a,ENSDARG00000067920,rab8a,0,0,0,1,0,1,0
822,ENSG00000123595,RAB9A,ENSMUSG00000079316,Rab9,ENSDARG00000045027,rab9a,1,0,0,0,0,0,0
823,ENSG00000161800,RACGAP1,ENSMUSG00000023015,Racgap1,ENSDARG00000015460,racgap1,0,0,0,0,0,1,0
824,ENSG00000113456,RAD1,ENSMUSG00000022248,Rad1,ENSDARG00000040559,rad1,0,0,0,1,1,0,0
825,ENSG00000164754,RAD21,ENSMUSG00000022314,Rad21,ENSDARG00000006092,rad21a,0,0,0,0,1,1,0
826,ENSG00000164754,RAD21,ENSMUSG00000022314,Rad21,ENSDARG00000035655,rad21b,0,0,0,0,1,1,0
827,ENSG00000179262,RAD23A,ENSMUSG00000003813,Rad23a,ENSDARG00000020001,rad23aa,0,0,0,0,1,0,0
828,ENSG00000051180,RAD51,ENSMUSG00000027323,Rad51,ENSDARG00000041411,rad51,0,0,0,1,0,0,0
829,ENSG00000111247,RAD51AP1,ENSMUSG00000030346,Rad51ap1,ENSDARG00000045853,rad51ap1,0,0,0,1,1,0,0
830,ENSG00000125970,RALY,ENSMUSG00000027593,Raly,ENSDARG00000059972,raly,0,0,0,0,1,0,0
831,ENSG00000132341,RAN,ENSMUSG00000029430,Ran,ENSDARG00000057026,ran,0,0,0,1,1,1,0
832,ENSG00000099901,RANBP1,ENSMUSG00000005732,Ranbp1,missing,missing,0,0,0,1,1,1,0
833,ENSG00000100401,RANGAP1,ENSMUSG00000022391,Rangap1,ENSDARG00000041317,rangap1a,0,0,0,0,0,1,0
834,ENSG00000100401,RANGAP1,ENSMUSG00000022391,Rangap1,ENSDARG00000056059,rangap1b,0,0,0,0,0,1,0
835,ENSG00000108551,RASD1,ENSMUSG00000049892,Rasd1,missing,missing,0,0,0,0,1,0,0
836,ENSG00000102054,RBBP7,ENSMUSG00000031353,Rbbp7,ENSDARG00000015208,rbb4l,0,0,0,0,1,0,0
837,ENSG00000101773,RBBP8,ENSMUSG00000041238,Rbbp8,ENSDARG00000043480,rbbp8,0,0,0,0,1,0,0
838,ENSG00000134453,RBM17,ENSMUSG00000037197,Rbm17,ENSDARG00000031346,rbm17,0,0,0,0,1,0,0
839,ENSG00000147274,RBMX,ENSMUSG00000031134,Rbmx,missing,missing,0,0,0,0,0,1,0
840,ENSG00000114115,RBP1,ENSMUSG00000046402,Rbp1,ENSDARG00000038742,rbp1.2,1,0,0,0,0,0,0
841,ENSG00000114115,RBP1,ENSMUSG00000046402,Rbp1,ENSDARG00000018077,rbp1.1,1,0,0,0,0,0,0
842,ENSG00000168476,REEP4,ENSMUSG00000033589,Reep4,missing,missing,0,0,0,0,0,1,0
843,ENSG00000035928,RFC1,ENSMUSG00000029191,Rfc1,ENSDARG00000054799,rfc1,0,0,0,1,0,0,0
844,ENSG00000049541,RFC2,ENSMUSG00000023104,Rfc2,ENSDARG00000014274,rfc2,0,0,0,1,1,0,0
845,ENSG00000133119,RFC3,ENSMUSG00000033970,Rfc3,ENSDARG00000055969,rfc3,0,0,0,1,1,0,0
846,ENSG00000163918,RFC4,ENSMUSG00000022881,Rfc4,ENSDARG00000042458,rfc4,0,0,0,1,1,0,0
847,ENSG00000111445,RFC5,ENSMUSG00000029363,Rfc5,ENSDARG00000035634,rfc5,0,0,0,1,1,0,0
848,ENSG00000102760,RGCC,ENSMUSG00000022018,Rgcc,ENSDARG00000035810,rgcc,0,0,0,0,0,0,1
849,ENSG00000147509,RGS20,ENSMUSG00000002459,Rgs20,ENSDARG00000038859,rgs20,0,0,0,0,1,1,1
850,ENSG00000182732,RGS6,ENSMUSG00000021219,Rgs6,ENSDARG00000015627,rgs6,1,0,0,0,0,0,0
851,ENSG00000106615,RHEB,ENSMUSG00000028945,Rheb,missing,missing,0,0,0,0,1,1,0
852,ENSG00000171792,RHNO1,ENSMUSG00000048668,Rhno1,missing,missing,0,0,0,0,1,1,0
853,ENSG00000147223,RIPPLY1,ENSMUSG00000072945,Ripply1,ENSDARG00000070535,ripply2,1,0,0,0,0,0,0
854,ENSG00000175643,RMI2,ENSMUSG00000037991,Rmi2,ENSDARG00000103137,rmi2,0,0,0,1,1,0,0
855,ENSG00000104889,RNASEH2A,ENSMUSG00000052926,Rnaseh2a,ENSDARG00000018891,rnaseh2a,0,0,0,1,1,0,0
856,ENSG00000136104,RNASEH2B,ENSMUSG00000021932,Rnaseh2b,ENSDARG00000005128,rnaseh2b,0,0,0,1,1,0,0
857,ENSG00000108830,RND2,ENSMUSG00000001313,Rnd2,ENSDARG00000070735,rnd2,1,0,0,0,0,0,0
858,ENSG00000082996,RNF13,ENSMUSG00000036503,Rnf13,ENSDARG00000019438,rnf13,1,0,0,0,0,0,0
859,ENSG00000173456,RNF26,ENSMUSG00000072476,Gm9008,ENSDARG00000074074,rnf26,0,0,0,0,0,1,0
860,ENSG00000228907,RNF5,ENSMUSG00000015478,Rnf5,missing,missing,0,0,0,0,0,1,0
861,ENSG00000183574,RNF5,ENSMUSG00000015478,Rnf5,missing,missing,0,0,0,0,0,1,0
862,ENSG00000223767,RNF5,ENSMUSG00000015478,Rnf5,missing,missing,0,0,0,0,0,1,0
863,ENSG00000225452,RNF5,ENSMUSG00000015478,Rnf5,missing,missing,0,0,0,0,0,1,0
864,ENSG00000228405,RNF5,ENSMUSG00000015478,Rnf5,missing,missing,0,0,0,0,0,1,0
865,ENSG00000204308,RNF5,ENSMUSG00000015478,Rnf5,ENSDARG00000075606,RNF5,0,0,0,0,0,1,0
866,ENSG00000227277,RNF5,ENSMUSG00000015478,Rnf5,missing,missing,0,0,0,0,0,1,0
867,ENSG00000205937,RNPS1,ENSMUSG00000034681,Rnps1,ENSDARG00000116743,rnps1,0,0,0,0,1,0,0
868,ENSG00000205937,RNPS1,ENSMUSG00000034681,Rnps1,ENSDARG00000100188,missing,0,0,0,0,1,0,0
869,ENSG00000117748,RPA2,ENSMUSG00000028884,Rpa2,ENSDARG00000037188,rpa2,0,0,0,1,1,0,0
870,ENSG00000106399,RPA3,ENSMUSG00000012483,Rpa3,ENSDARG00000002613,rpa3,0,0,0,1,1,0,0
871,ENSG00000129197,RPAIN,ENSMUSG00000018449,Rpain,ENSDARG00000063021,rpain,1,0,0,0,0,0,0
872,ENSG00000163584,RPL22L1,ENSMUSG00000039221,Rpl22l1,ENSDARG00000010244,rpl22l1,0,0,0,1,1,0,0
873,ENSG00000163923,RPL39L,missing9,missing9,missing,missing,0,0,0,0,1,1,0
874,ENSG00000148688,RPP30,ENSMUSG00000024800,Rpp30,ENSDARG00000027428,rpp30,0,0,0,0,1,0,0
875,ENSG00000185088,RPS27L,ENSMUSG00000036781,Rps27l,missing,missing,1,0,0,0,0,0,0
876,ENSG00000133818,RRAS2,ENSMUSG00000055723,Rras2,ENSDARG00000036252,rras2,0,0,1,0,0,0,0
877,ENSG00000167325,RRM1,ENSMUSG00000030978,Rrm1,ENSDARG00000014017,rrm1,0,0,0,1,1,0,0
878,ENSG00000171848,RRM2,ENSMUSG00000020649,Rrm2,ENSDARG00000078069,RRM2,0,0,0,1,1,1,0
879,ENSG00000171848,RRM2,ENSMUSG00000020649,Rrm2,ENSDARG00000020711,rrm2,0,0,0,1,1,1,0
880,ENSG00000189306,RRP7A,ENSMUSG00000018040,Rrp7a,ENSDARG00000098934,rrp7a,0,0,0,0,1,0,0
881,ENSG00000179041,RRS1,ENSMUSG00000061024,Rrs1,ENSDARG00000003941,rrs1,0,0,0,0,1,0,0
882,ENSG00000048649,RSF1,ENSMUSG00000035623,Rsf1,ENSDARG00000093503,rsf1b.1,1,0,0,0,0,0,0
883,ENSG00000048649,RSF1,ENSMUSG00000035623,Rsf1,ENSDARG00000068640,rsf1b.1,1,0,0,0,0,0,0
884,ENSG00000174891,RSRC1,ENSMUSG00000034544,Rsrc1,missing,missing,0,0,0,0,0,1,0
885,ENSG00000148484,RSU1,ENSMUSG00000026727,Rsu1,ENSDARG00000102885,rsu1,0,1,0,0,0,0,0
886,ENSG00000182010,RTKN2,ENSMUSG00000037846,Rtkn2,ENSDARG00000053558,rtkn2,0,0,0,1,1,1,0
887,ENSG00000160753,RUSC1,ENSMUSG00000041263,Rusc1,ENSDARG00000078125,rusc1,0,0,0,1,1,0,0
